1000 -> {
791, 122, 101, 114, 69, 713, 242, 678, 928, 478,
311, 830, 761, 97, 313, 549, 185, 370, 947, 634,
882, 675, 134, 662, 787, 3, 429, 254, 432, 813,
760, 702, 625, 616, 238, 23, 316, 328, 217, 825,
629, 725, 981, 845, 661, 2, 970, 612, 872, 137,
2, 956, 459, 581, 148, 29, 982, 8, 874, 710,
311, 478, 744, 406, 127, 817, 974, 599, 633, 38,
584, 669, 88, 993, 4, 0, 680, 61, 164, 902,
432, 630, 308, 854, 254, 322, 206, 536, 851, 149,
428, 296, 521, 292, 686, 100, 226, 509, 989, 300,
467, 781, 351, 682, 313, 450, 228, 874, 746, 914,
936, 723, 912, 667, 378, 447, 865, 900, 339, 208,
907, 547, 996, 99, 686, 505, 570, 793, 321, 4,
163, 907, 498, 548, 109, 975, 857, 864, 772, 65,
484, 113, 677, 251, 904, 894, 994, 647, 286, 458,
237, 12, 740, 155, 143, 768, 894, 812, 35, 597,
429, 518, 879, 695, 567, 706, 339, 836, 582, 371,
262, 429, 677, 498, 205, 605, 313, 25, 908, 623,
973, 891, 634, 557, 720, 756, 248, 670, 162, 125,
3, 567, 877, 563, 258, 726, 441, 377, 106, 194,
131, 403, 520, 919, 574, 821, 150, 9, 586, 138,
378, 799, 4, 545, 459, 322, 294, 197, 886, 734,
665, 36, 816, 400, 1, 483, 924, 552, 584, 664,
128, 617, 757, 992, 875, 439, 814, 818, 33, 632,
483, 379, 626, 390, 925, 979, 224, 732, 223, 928,
136, 143, 44, 890, 939, 199, 985, 990, 5, 54,
388, 583, 477, 80, 190, 770, 927, 684, 733, 137,
494, 978, 613, 723, 382, 637, 743, 201, 793, 547,
274, 764, 815, 106, 330, 245, 420, 173, 22, 93,
597, 832, 638, 902, 347, 200, 541, 201, 243, 374,
827, 714, 757, 262, 286, 746, 644, 571, 91, 971,
685, 238, 599, 49, 779, 622, 19, 574, 194, 242,
919, 398, 531, 45, 349, 301, 48, 232, 930, 46,
361, 23, 825, 629, 701, 573, 737, 855, 845, 945,
295, 961, 237, 381, 55, 494, 548, 180, 999, 869,
319, 661, 492, 882, 145, 877, 930, 980, 477, 377,
558, 199, 623, 164, 78, 715, 560, 870, 667, 292,
992, 606, 614, 59, 209, 730, 649, 413, 682, 828,
623, 267, 201, 398, 102, 818, 45, 2, 252, 51,
954, 171, 632, 622, 38, 56, 402, 250, 684, 58,
862, 896, 991, 356, 997, 905, 177, 906, 629, 949,
244, 637, 634, 190, 905, 758, 724, 76, 40, 417,
579, 379, 383, 93, 976, 873, 190, 49, 6, 964,
314, 913, 417, 803, 320, 552, 326, 52, 141, 480,
323, 774, 500, 168, 776, 208, 543, 221, 342, 362,
209, 77, 871, 506, 20, 496, 191, 578, 326, 215,
329, 567, 506, 618, 973, 54, 892, 580, 640, 802,
149, 122, 604, 233, 984, 772, 882, 871, 419, 443,
485, 979, 66, 28, 785, 193, 776, 139, 420, 192,
736, 419, 203, 453, 972, 997, 248, 215, 659, 848,
675, 140, 904, 144, 655, 428, 969, 826, 783, 485,
885, 182, 760, 294, 465, 38, 368, 185, 149, 191,
119, 306, 674, 317, 389, 765, 775, 283, 973, 687,
773, 19, 328, 267, 999, 571, 973, 368, 694, 497,
703, 729, 716, 377, 855, 277, 159, 436, 132, 136,
521, 459, 825, 42, 669, 820, 110, 94, 868, 348,
489, 6, 889, 550, 958, 365, 842, 995, 596, 357,
209, 442, 563, 339, 41, 602, 699, 727, 708, 806,
518, 224, 628, 392, 848, 887, 449, 97, 982, 946,
555, 471, 382, 773, 937, 920, 317, 532, 265, 719,
110, 532, 224, 109, 977, 426, 340, 305, 67, 276,
872, 755, 357, 303, 96, 845, 47, 393, 782, 107,
550, 112, 492, 573, 315, 882, 43, 98, 622, 151,
915, 920, 947, 627, 492, 969, 188, 856, 445, 647,
47, 924, 915, 148, 481, 911, 132, 83, 123, 480,
636, 835, 588, 64, 223, 981, 800, 135, 608, 148,
248, 749, 330, 181, 777, 212, 733, 287, 665, 476,
612, 124, 735, 199, 604, 176, 811, 871, 367, 242,
790, 132, 482, 57, 499, 186, 179, 896, 590, 626,
768, 317, 731, 840, 932, 959, 122, 685, 939, 46,
42, 46, 912, 407, 76, 765, 212, 984, 34, 150,
482, 865, 607, 397, 297, 36, 376, 150, 842, 462,
516, 517, 626, 718, 840, 383, 730, 885, 814, 48,
69, 327, 646, 78, 306, 809, 325, 582, 443, 43,
462, 470, 813, 441, 143, 459, 793, 60, 13, 308,
114, 158, 722, 870, 328, 646, 733, 322, 852, 232,
691, 132, 821, 161, 198, 997, 874, 817, 747, 746,
577, 314, 103, 230, 816, 257, 812, 798, 418, 978,
129, 692, 20, 945, 896, 511, 448, 726, 501, 817,
314, 680, 211, 832, 393, 141, 648, 745, 48, 24,
684, 882, 558, 85, 894, 46, 530, 850, 808, 495,
891, 894, 68, 855, 936, 350, 39, 167, 371, 373,
925, 940, 251, 548, 837, 414, 490, 882, 574, 947,
380, 966, 562, 748, 369, 595, 466, 518, 421, 859,
403, 996, 366, 399, 943, 259, 589, 614, 463, 94,
145, 956, 719, 283, 616, 28, 114, 205, 552, 25,
784, 675, 309, 514, 813, 402, 731, 645, 844, 694,
535, 565, 643, 511, 801, 182, 489, 585, 829, 312,
254, 916, 162, 938, 754, 118, 321, 26, 129, 365,
986, 234, 476, 754, 629, 21, 715, 34, 101, 58,
515, 70, 505, 423, 658, 150, 357, 114, 139, 266,
158, 733, 582, 89, 941, 272, 366, 933, 790, 779,
746, 422, 474, 428, 780, 150, 250, 406, 558, 598,
668, 683, 127, 127, 387, 994, 352, 91, 466, 932,
483, 412, 897, 36, 926, 669, 347, 166, 284, 664,
639, 938, 213, 200, 662, 552, 56, 121, 437, 69,
710, 716, 363, 623, 792, 791, 820, 550, 707, 572,
992, 92, 811, 585, 22, 486, 774, 8, 677, 155,
699, 232, 68, 861, 251, 123, 471, 109, 518, 833,
341, 980, 617, 774, 385, 543, 247, 439, 102, 698}
