10000 -> {
52, 259, 443, 867, 35, 172, 94, 872, 368, 153,
247, 354, 399, 315, 446, 340, 936, 828, 564, 832,
619, 966, 904, 6, 377, 970, 176, 589, 437, 218,
459, 705, 996, 760, 853, 374, 936, 481, 322, 92,
819, 852, 822, 555, 882, 343, 957, 385, 423, 500,
670, 234, 724, 608, 517, 527, 469, 885, 90, 362,
829, 112, 148, 49, 715, 277, 417, 817, 815, 953,
914, 28, 144, 481, 203, 174, 368, 201, 385, 309,
538, 656, 471, 743, 2, 850, 362, 649, 726, 21,
180, 229, 908, 952, 422, 435, 588, 105, 977, 259,
831, 766, 462, 953, 24, 871, 84, 10, 345, 618,
811, 831, 849, 622, 943, 552, 462, 860, 895, 731,
566, 858, 894, 501, 90, 538, 2, 751, 68, 836,
643, 93, 72, 79, 750, 779, 73, 685, 899, 888,
998, 232, 435, 544, 701, 559, 334, 181, 806, 254,
924, 774, 180, 709, 186, 50, 559, 423, 567, 831,
389, 429, 264, 430, 554, 732, 913, 825, 62, 653,
350, 960, 670, 668, 809, 984, 213, 691, 627, 405,
901, 632, 144, 649, 72, 788, 742, 238, 356, 301,
311, 376, 862, 910, 960, 943, 526, 549, 905, 52,
764, 638, 109, 561, 401, 302, 604, 790, 890, 611,
8, 257, 536, 42, 604, 173, 59, 304, 220, 447,
216, 389, 384, 733, 344, 134, 283, 791, 323, 570,
868, 363, 269, 800, 890, 892, 160, 655, 381, 546,
938, 973, 931, 328, 433, 980, 936, 266, 268, 602,
82, 621, 107, 816, 988, 187, 2, 325, 824, 231,
50, 748, 995, 231, 976, 131, 67, 104, 74, 229,
284, 941, 951, 35, 124, 699, 239, 926, 964, 23,
835, 624, 456, 193, 854, 228, 209, 133, 548, 771,
913, 703, 433, 321, 901, 71, 62, 991, 826, 909,
735, 746, 345, 839, 297, 347, 749, 473, 834, 41,
328, 180, 281, 380, 512, 618, 512, 187, 23, 137,
238, 592, 844, 974, 666, 674, 556, 476, 549, 36,
549, 45, 896, 908, 948, 511, 886, 599, 5, 315,
187, 235, 787, 882, 597, 709, 921, 913, 529, 235,
760, 640, 177, 741, 418, 69, 101, 176, 742, 141,
8, 58, 661, 502, 468, 101, 365, 566, 944, 310,
59, 376, 265, 333, 222, 913, 391, 282, 786, 814,
818, 598, 99, 489, 708, 768, 938, 35, 248, 409,
436, 403, 12, 146, 785, 64, 827, 156, 987, 860,
774, 528, 584, 601, 428, 680, 633, 697, 48, 373,
20, 384, 450, 251, 375, 940, 560, 826, 446, 713,
853, 943, 198, 542, 755, 986, 283, 540, 742, 657,
23, 48, 457, 972, 988, 958, 269, 530, 908, 64,
262, 853, 735, 408, 425, 618, 741, 659, 931, 364,
716, 430, 284, 488, 940, 709, 204, 99, 321, 225,
980, 867, 873, 498, 616, 892, 647, 902, 235, 357,
519, 257, 44, 890, 547, 997, 207, 571, 5, 179,
639, 196, 29, 307, 139, 46, 462, 465, 639, 838,
964, 745, 397, 36, 753, 451, 955, 367, 745, 218,
238, 384, 825, 386, 175, 20, 575, 984, 117, 965,
94, 447, 508, 203, 633, 256, 412, 527, 915, 9,
885, 153, 852, 441, 81, 859, 767, 323, 490, 845,
897, 409, 655, 978, 540, 739, 521, 843, 909, 761,
242, 570, 522, 813, 976, 866, 48, 676, 791, 61,
108, 414, 77, 62, 57, 219, 817, 480, 602, 633,
14, 606, 224, 76, 717, 797, 262, 478, 257, 327,
907, 975, 527, 442, 455, 501, 493, 496, 530, 527,
890, 759, 665, 463, 663, 948, 691, 239, 780, 27,
371, 78, 398, 995, 350, 3, 424, 408, 176, 704,
336, 504, 898, 298, 379, 779, 878, 680, 51, 4,
302, 27, 487, 413, 98, 45, 636, 258, 833, 453,
75, 77, 770, 761, 291, 954, 635, 301, 632, 827,
122, 859, 788, 471, 713, 963, 902, 766, 199, 390,
720, 136, 93, 877, 821, 799, 807, 688, 299, 274,
300, 68, 269, 420, 847, 659, 188, 260, 711, 874,
894, 822, 523, 327, 191, 458, 922, 922, 592, 35,
410, 542, 654, 163, 904, 880, 293, 909, 775, 863,
500, 875, 412, 316, 90, 65, 306, 924, 825, 521,
641, 579, 225, 841, 461, 364, 665, 226, 595, 918,
410, 738, 391, 993, 244, 797, 932, 554, 230, 415,
108, 147, 399, 5, 225, 454, 194, 468, 666, 579,
322, 946, 762, 368, 34, 316, 830, 401, 176, 440,
542, 720, 707, 404, 605, 470, 731, 742, 884, 211,
888, 973, 796, 291, 701, 744, 299, 530, 166, 302,
641, 56, 40, 573, 682, 912, 424, 895, 951, 510,
934, 290, 537, 656, 299, 79, 405, 110, 666, 838,
735, 420, 219, 455, 952, 920, 189, 932, 929, 79,
517, 453, 221, 197, 418, 276, 209, 212, 427, 138,
960, 636, 763, 338, 629, 4, 163, 493, 263, 689,
377, 757, 660, 309, 104, 182, 271, 833, 192, 313,
148, 198, 455, 259, 591, 479, 440, 989, 887, 219,
771, 358, 880, 899, 493, 206, 601, 375, 970, 588,
539, 390, 272, 3, 340, 725, 814, 688, 107, 471,
581, 927, 724, 238, 349, 38, 750, 25, 939, 786,
68, 982, 809, 81, 625, 58, 270, 120, 743, 863,
320, 62, 641, 805, 536, 144, 959, 613, 853, 958,
394, 145, 772, 182, 929, 576, 30, 792, 356, 129,
985, 34, 767, 37, 660, 285, 689, 514, 86, 903,
541, 893, 206, 986, 168, 167, 432, 116, 205, 100,
886, 961, 957, 112, 29, 14, 539, 611, 954, 504,
879, 959, 501, 933, 41, 175, 532, 392, 689, 842,
939, 907, 524, 608, 851, 487, 306, 812, 768, 920,
965, 179, 736, 111, 972, 500, 393, 32, 297, 0,
42, 373, 216, 92, 948, 50, 682, 516, 866, 580,
129, 259, 143, 155, 956, 945, 871, 607, 357, 555,
897, 154, 169, 793, 923, 274, 271, 844, 679, 602,
453, 727, 908, 49, 847, 743, 336, 787, 682, 134,
29, 167, 632, 84, 321, 201, 301, 863, 347, 65,
746, 549, 18, 252, 943, 215, 896, 64, 734, 553,
319, 462, 757, 727, 563, 395, 372, 538, 752, 71,
840, 658, 317, 995, 408, 582, 178, 428, 294, 347,
750, 869, 248, 122, 571, 476, 688, 437, 798, 11,
432, 210, 754, 946, 162, 496, 708, 955, 279, 274,
293, 270, 158, 283, 187, 583, 319, 657, 657, 820,
945, 636, 248, 171, 529, 241, 613, 924, 540, 10,
933, 394, 486, 808, 503, 688, 428, 92, 745, 793,
407, 321, 670, 977, 138, 919, 790, 434, 814, 620,
86, 729, 692, 531, 473, 107, 603, 514, 207, 290,
602, 510, 302, 173, 440, 210, 630, 686, 978, 752,
233, 885, 181, 527, 603, 454, 21, 270, 206, 502,
229, 424, 265, 804, 16, 320, 914, 797, 375, 726,
497, 336, 252, 771, 527, 524, 190, 921, 512, 774,
814, 583, 893, 191, 217, 612, 124, 262, 551, 297,
443, 954, 252, 124, 147, 523, 597, 850, 58, 273,
101, 301, 172, 189, 600, 414, 3, 607, 216, 389,
68, 615, 598, 407, 443, 120, 179, 935, 346, 793,
208, 520, 670, 638, 459, 257, 387, 735, 154, 690,
785, 88, 389, 766, 231, 40, 263, 554, 743, 262,
421, 933, 762, 937, 803, 72, 693, 62, 619, 496,
156, 40, 439, 714, 286, 922, 777, 462, 257, 585,
377, 735, 904, 704, 503, 594, 754, 915, 289, 629,
461, 313, 759, 746, 906, 836, 101, 987, 451, 90,
745, 472, 522, 593, 501, 911, 84, 86, 255, 252,
574, 351, 920, 138, 686, 802, 522, 664, 294, 437,
301, 799, 28, 800, 604, 963, 821, 8, 899, 280,
684, 29, 580, 911, 189, 341, 314, 937, 15, 394,
293, 851, 697, 610, 480, 538, 796, 815, 719, 729,
553, 62, 125, 785, 13, 675, 453, 593, 906, 909,
647, 174, 520, 845, 269, 268, 980, 541, 606, 637,
263, 791, 715, 818, 66, 771, 721, 904, 824, 85,
646, 180, 246, 310, 551, 795, 910, 178, 849, 51,
106, 667, 991, 78, 783, 796, 612, 408, 263, 280,
537, 118, 636, 739, 625, 657, 130, 377, 274, 692,
596, 710, 511, 354, 858, 837, 412, 364, 913, 694,
298, 394, 676, 706, 84, 263, 225, 48, 761, 602,
951, 709, 538, 42, 175, 615, 318, 513, 416, 499,
581, 149, 792, 696, 178, 923, 263, 828, 508, 516,
374, 589, 350, 85, 184, 282, 814, 954, 295, 987,
451, 459, 35, 350, 315, 561, 79, 780, 675, 402,
300, 579, 744, 779, 322, 573, 326, 502, 804, 601,
143, 533, 571, 216, 214, 229, 974, 251, 341, 934,
833, 980, 307, 834, 51, 786, 770, 852, 940, 272,
928, 515, 631, 120, 908, 879, 260, 780, 756, 580,
673, 773, 589, 485, 946, 840, 682, 106, 471, 302,
256, 244, 141, 74, 610, 384, 312, 201, 544, 651,
351, 117, 733, 685, 872, 994, 721, 1, 373, 741,
388, 820, 375, 561, 389, 4, 939, 243, 434, 331,
410, 953, 728, 716, 685, 71, 454, 477, 976, 842,
317, 413, 759, 321, 26, 384, 31, 137, 263, 489,
590, 327, 566, 527, 189, 779, 56, 675, 844, 123,
270, 233, 303, 789, 590, 205, 624, 914, 55, 352,
982, 327, 968, 923, 612, 574, 470, 259, 124, 85,
421, 941, 534, 396, 146, 644, 475, 77, 606, 409,
191, 159, 109, 11, 975, 299, 712, 55, 279, 603,
287, 425, 343, 567, 115, 452, 983, 11, 475, 294,
552, 670, 285, 752, 989, 483, 712, 756, 370, 165,
791, 376, 131, 247, 224, 274, 329, 730, 934, 172,
665, 746, 836, 450, 853, 843, 412, 297, 407, 751,
175, 954, 954, 860, 213, 800, 435, 108, 359, 855,
857, 125, 635, 765, 281, 962, 7, 501, 45, 697,
834, 713, 958, 239, 816, 424, 383, 33, 484, 545,
348, 900, 755, 807, 819, 687, 766, 293, 513, 7,
144, 572, 928, 331, 593, 26, 720, 866, 970, 349,
884, 186, 26, 401, 798, 658, 385, 382, 581, 778,
923, 773, 662, 473, 287, 60, 641, 15, 312, 161,
326, 597, 939, 483, 656, 529, 162, 167, 384, 502,
745, 114, 613, 940, 559, 906, 986, 796, 896, 602,
944, 158, 824, 653, 670, 238, 962, 98, 766, 308,
882, 889, 371, 44, 736, 502, 656, 62, 574, 451,
442, 326, 851, 499, 616, 606, 521, 228, 713, 659,
284, 700, 975, 246, 325, 40, 619, 875, 326, 177,
82, 95, 318, 456, 374, 429, 646, 714, 624, 802,
797, 399, 220, 778, 626, 80, 53, 130, 200, 392,
940, 936, 71, 469, 259, 16, 224, 887, 686, 584,
577, 960, 252, 270, 658, 163, 921, 353, 671, 618,
32, 757, 535, 323, 977, 282, 60, 611, 861, 823,
924, 910, 713, 68, 431, 109, 690, 509, 362, 865,
206, 478, 500, 287, 556, 795, 447, 37, 828, 558,
161, 580, 665, 999, 995, 558, 662, 175, 498, 713,
591, 829, 452, 853, 82, 173, 661, 691, 942, 830,
315, 207, 979, 419, 231, 335, 746, 460, 733, 892,
69, 310, 821, 144, 850, 200, 355, 464, 157, 311,
171, 957, 36, 820, 586, 550, 719, 125, 409, 928,
999, 682, 163, 168, 197, 952, 561, 992, 190, 891,
68, 336, 86, 783, 243, 727, 764, 864, 829, 659,
733, 691, 897, 245, 603, 141, 860, 352, 758, 706,
443, 475, 691, 368, 185, 725, 285, 69, 868, 17,
801, 79, 435, 234, 943, 675, 370, 689, 590, 559,
66, 548, 894, 68, 378, 193, 708, 662, 547, 636,
265, 686, 650, 93, 92, 26, 703, 949, 522, 283,
182, 579, 35, 311, 627, 706, 166, 592, 36, 725,
824, 989, 753, 566, 305, 176, 207, 754, 847, 856,
654, 801, 463, 815, 40, 717, 889, 855, 235, 634,
188, 16, 888, 717, 658, 245, 404, 431, 213, 360,
191, 476, 42, 387, 548, 398, 789, 897, 792, 824,
293, 795, 927, 504, 41, 991, 971, 692, 11, 655,
342, 129, 188, 678, 186, 880, 984, 368, 262, 578,
467, 18, 604, 221, 597, 583, 377, 527, 866, 397,
429, 938, 165, 616, 612, 729, 310, 165, 924, 698,
1, 593, 552, 276, 657, 587, 235, 691, 636, 232,
433, 874, 473, 590, 467, 881, 920, 547, 602, 455,
753, 222, 70, 273, 359, 821, 462, 411, 582, 897,
35, 894, 411, 599, 360, 243, 123, 121, 477, 647,
551, 221, 421, 536, 238, 780, 324, 247, 219, 773,
621, 174, 57, 202, 714, 412, 316, 444, 965, 815,
26, 35, 255, 777, 873, 272, 536, 149, 811, 263,
542, 652, 208, 855, 929, 571, 930, 276, 70, 592,
783, 127, 338, 773, 850, 83, 554, 812, 323, 419,
577, 460, 808, 875, 426, 786, 332, 973, 582, 443,
104, 517, 111, 481, 399, 950, 702, 780, 646, 214,
723, 988, 443, 767, 859, 524, 364, 360, 830, 104,
676, 980, 257, 123, 723, 625, 506, 466, 507, 964,
739, 61, 82, 602, 520, 623, 460, 386, 684, 683,
408, 178, 953, 218, 343, 991, 790, 26, 528, 441,
438, 561, 752, 958, 471, 139, 792, 781, 808, 304,
431, 38, 751, 498, 521, 920, 225, 901, 40, 947,
323, 895, 938, 736, 481, 706, 172, 158, 13, 672,
430, 718, 394, 863, 470, 248, 185, 565, 897, 215,
300, 661, 215, 355, 97, 506, 358, 86, 34, 84,
866, 178, 338, 217, 116, 672, 450, 749, 160, 460,
374, 805, 852, 567, 65, 329, 830, 116, 568, 784,
917, 88, 766, 536, 515, 908, 995, 94, 688, 468,
642, 275, 906, 525, 651, 312, 517, 451, 590, 819,
390, 920, 690, 866, 740, 44, 941, 151, 840, 889,
60, 437, 892, 470, 645, 107, 763, 751, 163, 62,
72, 811, 330, 291, 977, 966, 452, 565, 645, 519,
283, 28, 947, 164, 584, 783, 501, 421, 628, 235,
357, 727, 605, 420, 23, 418, 962, 419, 240, 77,
290, 233, 229, 681, 34, 820, 974, 611, 670, 151,
396, 541, 731, 894, 233, 647, 346, 507, 935, 954,
855, 818, 12, 158, 346, 652, 205, 669, 397, 930,
1, 375, 104, 456, 575, 487, 506, 189, 801, 102,
433, 735, 667, 630, 556, 44, 495, 657, 70, 14,
307, 812, 701, 551, 518, 6, 700, 614, 262, 477,
214, 504, 414, 964, 765, 602, 454, 461, 922, 902,
675, 749, 445, 77, 977, 344, 430, 812, 990, 315,
53, 73, 504, 681, 136, 792, 362, 463, 587, 273,
